element_closure_id,Z,N,A,proton_count,neutron_count_primary,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,selected_depth_index,residual_twelfths,primary_ladder_role,constant_native_lane,constant_surface_status,kappa_floor_fraction,kappa_eff_fraction,neutron_excess_N_minus_Z,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,known_symbol,known_name,reference_clock,card_source,construction_source
CR222-EZ097,97,161,258,97,161,97,355,355,419,97,97p+161n+97e,355u+419d+97e,126,9,1,6,3,18,5,OPEN_SHELL,8,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,691117/74496,64,691117/768,899.8919270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,691117/96,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4837819/768,6299.243489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ098,98,163,261,98,163,98,359,359,424,98,98p+163n+98e,359u+424d+98e,126,9,2,6,3,18,6,OPEN_SHELL,8,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,349123/37632,65,349123/384,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,349123/48,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2443861/384,6364.221354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ099,99,165,264,99,165,99,363,363,429,99,99p+165n+99e,363u+429d+99e,126,9,3,6,3,18,7,OPEN_SHELL,8,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,2375/256,66,235125/256,918.45703125,235125/32,7347.65625,1645875/256,6429.19921875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ100,100,166,266,100,166,100,366,366,432,100,100p+166n+100e,366u+432d+100e,126,9,4,6,3,18,8,OPEN_SHELL,8,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,178123/19200,66,178123/192,927.7239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,178123/24,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1246861/192,6494.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ101,101,168,269,101,168,101,370,370,437,101,101p+168n+101e,370u+437d+101e,126,9,5,6,3,18,9,OPEN_SHELL,8,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,719621/77568,67,719621/768,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,719621/96,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5037347/768,6559.045572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ102,102,170,272,102,170,102,374,374,442,102,102p+170n+102e,374u+442d+102e,126,9,6,6,3,18,10,OPEN_SHELL,8,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,2375/256,68,121125/128,946.2890625,121125/16,7570.3125,847875/128,6624.0234375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ103,103,171,274,103,171,103,377,377,445,103,103p+171n+103e,377u+445d+103e,126,9,7,6,3,18,11,OPEN_SHELL,8,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,733867/79104,68,733867/768,955.5559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,733867/96,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5137069/768,6688.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ104,104,173,277,104,173,104,381,381,450,104,104p+173n+104e,381u+450d+104e,126,9,8,6,3,18,12,OPEN_SHELL,8,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,185249/19968,69,185249/192,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,185249/24,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1296743/192,6753.869791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ105,105,175,280,105,175,105,385,385,455,105,105p+175n+105e,385u+455d+105e,126,9,9,6,3,18,13,OPEN_SHELL,8,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,2375/256,70,249375/256,974.12109375,249375/32,7792.96875,1745625/256,6818.84765625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ106,106,176,282,106,176,106,388,388,458,106,106p+176n+106e,388u+458d+106e,126,9,10,6,3,18,14,OPEN_SHELL,8,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,377621/40704,70,377621/384,983.3880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,377621/48,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2643347/384,6883.716145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ107,107,178,285,107,178,107,392,392,463,107,107p+178n+107e,392u+463d+107e,126,9,11,6,3,18,15,OPEN_SHELL,8,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,762371/82176,71,762371/768,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,762371/96,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5336597/768,6948.694010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ108,108,180,288,108,180,108,396,396,468,108,108p+180n+108e,396u+468d+108e,126,9,12,6,3,18,16,OPEN_SHELL,8,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,2375/256,72,64125/64,1001.953125,64125/8,8015.625,448875/64,7013.671875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ109,109,190,299,109,190,109,408,408,489,109,109p+190n+109e,408u+489d+109e,126,10,1,6,3,18,17,OPEN_SHELL,9,9,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,776725/83712,81,776725/768,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,776725/96,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5437075/768,7079.524739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ110,110,192,302,110,192,110,412,412,494,110,110p+192n+110e,412u+494d+110e,126,10,2,6,3,18,18,CLOSED_SHELL,9,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,391927/42240,82,391927/384,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,391927/48,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2743489/384,7144.502604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ111,111,194,305,111,194,111,416,416,499,111,111p+194n+111e,416u+499d+111e,126,10,3,7,2,8,1,OPEN_SHELL,9,3,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,87887/9472,83,263661/256,1029.92578125,263661/32,8239.40625,1845627/256,7209.48046875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ112,112,196,308,112,196,112,420,420,504,112,112p+196n+112e,420u+504d+112e,126,10,4,7,2,8,2,OPEN_SHELL,9,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,3563/384,84,24941/24,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,24941/3,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,174587/24,7274.458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ113,113,197,310,113,197,113,423,423,507,113,113p+197n+113e,423u+507d+113e,126,10,5,7,2,8,3,OPEN_SHELL,9,9,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,805229/86784,84,805229/768,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,805229/96,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5636603/768,7339.326822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ114,114,199,313,114,199,114,427,427,512,114,114p+199n+114e,427u+512d+114e,126,10,6,7,2,8,4,OPEN_SHELL,9,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,45131/4864,85,135393/128,1057.7578125,135393/16,8462.0625,947751/128,7404.3046875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ115,115,201,316,115,201,115,431,431,517,115,115p+201n+115e,431u+517d+115e,126,10,7,7,2,8,5,OPEN_SHELL,9,3,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,819487/88320,86,819487/768,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,819487/96,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5736409/768,7469.282552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ116,116,203,319,116,203,116,435,435,522,116,116p+203n+116e,435u+522d+116e,126,10,8,7,2,8,6,OPEN_SHELL,9,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,3563/384,87,103327/96,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,103327/12,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,723289/96,7534.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ117,117,204,321,117,204,117,438,438,525,117,117p+204n+117e,438u+525d+117e,126,10,9,7,2,8,7,OPEN_SHELL,9,9,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,30879/3328,87,277911/256,1085.58984375,277911/32,8684.71875,1945377/256,7599.12890625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ118,118,206,324,118,206,118,442,442,530,118,118p+206n+118e,442u+530d+118e,126,10,10,7,2,8,8,CLOSED_SHELL,9,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,420431/45312,88,420431/384,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,420431/48,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2943017/384,7664.106770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ119,119,208,327,119,208,119,446,446,535,119,119p+208n+119e,446u+535d+119e,126,10,11,8,2,8,1,OPEN_SHELL,9,3,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,847991/91392,89,847991/768,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,847991/96,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5935937/768,7729.084635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ120,120,210,330,120,210,120,450,450,540,120,120p+210n+120e,450u+540d+120e,126,10,12,8,2,8,2,OPEN_SHELL,9,0,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,3563/384,90,17815/16,1113.4375,17815/2,8907.5,124705/16,7794.0625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ121,121,221,342,121,221,121,463,463,563,121,121p+221n+121e,463u+563d+121e,126,11,1,8,2,8,3,OPEN_SHELL,10,10,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,862357/92928,100,862357/768,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,862357/96,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,6036499/768,7860.024739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ122,122,223,345,122,223,122,467,467,568,122,122p+223n+122e,467u+568d+122e,126,11,2,8,2,8,4,OPEN_SHELL,10,8,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,434743/46848,101,434743/384,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,434743/48,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3043201/384,7925.002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ123,123,225,348,123,225,123,471,471,573,123,123p+225n+123e,471u+573d+123e,126,11,3,8,2,8,5,OPEN_SHELL,10,6,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,292205/31488,102,292205/256,1141.42578125,292205/32,9131.40625,2045435/256,7989.98046875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ124,124,227,351,124,227,124,475,475,578,124,124p+227n+124e,475u+578d+124e,126,11,4,8,2,8,6,OPEN_SHELL,10,4,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,27617/2976,103,27617/24,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,27617/3,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,193319/24,8054.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ125,125,229,354,125,229,125,479,479,583,125,125p+229n+125e,479u+583d+125e,126,11,5,8,2,8,7,OPEN_SHELL,10,2,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,890873/96000,104,890873/768,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,890873/96,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6236111/768,8119.936197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ126,126,231,357,126,231,126,483,483,588,126,126p+231n+126e,483u+588d+126e,126,11,6,8,2,8,8,CLOSED_SHELL,10,0,FLOOR_PRIMARY,CONSTANT_FRONTIER_TAIL_CANDIDATE,CONSTANT_FRONTIER_TAIL_Z119_Z126,7117/768,7127/768,105,149667/128,1169.2734375,149667/16,9354.1875,1047669/128,8184.9140625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
